Id. de la fila;Id. del pedido;Fecha del pedido;ANIO;MES;SEMANA;NUM DIAS;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia;
1920;MX-2016-105424;20/11/2016;2016;nov;3;20;25/11/2016;Estándar;UV-21415;Urso Valverde;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10004307;Mobiliario;Sillas;SAFCO Taburete, 2;7261,44;8;0,2;1179,84;
1921;MX-2016-105424;20/11/2016;2016;nov;3;20;25/11/2016;Estándar;UV-21415;Urso Valverde;Particulares;Guadalajara;Jalisco;México;Norte;MOB-MO-10001975;Mobiliario;Mobiliario;Deflect-O Bombilla, Negro;227,88;3;0,4;37,68;
1950;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;TEC-AC-10001693;Tecnología;Accesorios;SanDisk Memoria USB, Programable;1915,2;7;0;574;
1951;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;MAT-AR-10000895;Material de oficina;Arte;Sanford Sacapuntas, Metal;903;5;0;316;
1952;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;MAT-AR-10000042;Material de oficina;Arte;BIC Sacapuntas, Metal;201,8;1;0;12;
1953;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;MAT-ET-10001793;Material de oficina;Etiquetas;Harbour Creations Etiquetas redondas, Blanco;225;5;0;108;
1954;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;TEC-AC-10001932;Tecnología;Accesorios;SanDisk Router, Programable;5157;3;0;1598,4;
1955;MX-2017-150140;25/09/2017;2017;sep;4;25;29/09/2017;Estándar;JH-16750;José Hernández;Particulares;Zapopan;Jalisco;México;Norte;MAT-GR-10000680;Material de oficina;Grapas;OIC Pasadores, Al por mayor;298,2;3;0;145,8;
2014;MX-2018-143476;5/09/2018;2018;sep;1;5;8/09/2018;Rápido;JA-16885;Joshua Altamirano;Particulares;Tlaquepaque;Jalisco;México;Norte;MAT-AR-10000348;Material de oficina;Arte;Stanley Subrayadores, Metal;106,4;1;0;51;
2366;MX-2018-104304;6/11/2018;2018;nov;1;6;11/11/2018;Estándar;LS-17875;Luciano Solórzano;PYME;Zapopan;Jalisco;México;Norte;MAT-CA-10003878;Material de oficina;Carpetas;Wilson Jones Cubierta de carpeta, Transparente;213;3;0;87;
2367;MX-2018-104304;6/11/2018;2018;nov;1;6;11/11/2018;Estándar;LS-17875;Luciano Solórzano;PYME;Zapopan;Jalisco;México;Norte;MAT-SO-10000209;Material de oficina;Sobres;GlobeWeis Paquetes, 50;771;3;0;200,4;
2368;MX-2018-104304;6/11/2018;2018;nov;1;6;11/11/2018;Estándar;LS-17875;Luciano Solórzano;PYME;Zapopan;Jalisco;México;Norte;MAT-ET-10001460;Material de oficina;Etiquetas;Avery Etiquetas redondas, Blanco;95,2;2;0;43,6;
2369;MX-2018-104304;6/11/2018;2018;nov;1;6;11/11/2018;Estándar;LS-17875;Luciano Solórzano;PYME;Zapopan;Jalisco;México;Norte;MOB-SI-10000485;Mobiliario;Sillas;Novimex Estora, 2;1562,4;5;0,2;507,4;
2522;MX-2018-169866;10/01/2018;2018;ene;2;10;16/01/2018;Estándar;OT-19600;Olaya Torres;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10003504;Mobiliario;Sillas;SAFCO Silla plegable, Rojo;1371,36;3;0,2;239,76;
2565;MX-2017-167080;24/04/2017;2017;abr;4;24;29/04/2017;Rápido;MP-19000;Mónica Pelayo;PYME;Guadalajara;Jalisco;México;Norte;MAT-CA-10002538;Material de oficina;Carpetas;Wilson Jones Anillas, Duradero;160,8;4;0;46,4;
2740;US-2018-158141;24/03/2018;2018;mar;3;24;29/03/2018;Estándar;LC-17635;León Caballero;Empresa;Zapopan;Jalisco;México;Norte;MOB-ME-10004643;Mobiliario;Mesas;Lesro Mesa de café, Negro;4032;3;0,2;-1008;
2741;US-2018-158141;24/03/2018;2018;mar;3;24;29/03/2018;Estándar;LC-17635;León Caballero;Empresa;Zapopan;Jalisco;México;Norte;MAT-PA-10003938;Material de oficina;Papel;Xerox Resma, Paquete de 12;406,4;2;0;8;
2756;MX-2017-111794;11/04/2017;2017;abr;2;11;13/04/2017;Rápido;GC-15130;Gerardo Carrillo;Particulares;Guadalajara;Jalisco;México;Norte;MAT-ET-10003059;Material de oficina;Etiquetas;Harbour Creations Etiquetas extraíbles, Blanco;276;4;0;40,8;
2851;MX-2017-107405;22/06/2017;2017;jun;3;22;26/06/2017;Estándar;SG-20755;Serafín Girón;Empresa;Puerto Vallarta;Jalisco;México;Norte;TEC-TE-10002059;Tecnología;Teléfonos;Motorola Amplificador de señal, Tamaños variados;4866;5;0;2092;
2852;MX-2017-107405;22/06/2017;2017;jun;3;22;26/06/2017;Estándar;SG-20755;Serafín Girón;Empresa;Puerto Vallarta;Jalisco;México;Norte;MAT-GR-10000400;Material de oficina;Grapas;OIC Clips, Tamaños variados;712,8;9;0;306;
2866;MX-2017-122868;6/08/2017;2017;ago;1;6;9/08/2017;Rápido;IR-16360;Irati Rodríguez;Particulares;Guadalajara;Jalisco;México;Norte;MAT-SU-10003926;Material de oficina;Suministros;Fiskars Cizallas, Rectangular;1182,4;4;0;436,8;
2986;MX-2015-124170;21/04/2015;2015;abr;3;21;24/04/2015;Rápido;AR-11335;Adriana Rocha;PYME;Guadalajara;Jalisco;México;Norte;MAT-AR-10003326;Material de oficina;Arte;Boston Libreta de dibujo, Al por mayor;325,8;1;0;35,8;
2987;MX-2015-124170;21/04/2015;2015;abr;3;21;24/04/2015;Rápido;AR-11335;Adriana Rocha;PYME;Guadalajara;Jalisco;México;Norte;TEC-AC-10000962;Tecnología;Accesorios;Logitech Teclado, Programable;1275,2;4;0;586,4;
3230;MX-2017-129588;7/05/2017;2017;may;1;7;14/05/2017;Estándar;GV-15100;Gerardo Viera;Particulares;Guadalajara;Jalisco;México;Norte;MAT-PA-10004931;Material de oficina;Papel;SanDisk Papel de tipo pergamino, Premium;111,4;1;0;21;
3231;MX-2017-129588;7/05/2017;2017;may;1;7;14/05/2017;Estándar;GV-15100;Gerardo Viera;Particulares;Guadalajara;Jalisco;México;Norte;MAT-AL-10004285;Material de oficina;Almacenamiento;Rogers Carpetas, Azul;1432,2;7;0;271,6;
3232;MX-2017-129588;7/05/2017;2017;may;1;7;14/05/2017;Estándar;GV-15100;Gerardo Viera;Particulares;Guadalajara;Jalisco;México;Norte;MAT-ET-10004223;Material de oficina;Etiquetas;Hon Etiquetas para carpetas de archivos, Duradero;180,6;3;0;45;
3287;MX-2018-135797;13/02/2018;2018;feb;2;13;17/02/2018;Estándar;NG-19165;Noemí González;Particulares;Zapopan;Jalisco;México;Norte;MAT-CA-10000714;Material de oficina;Carpetas;Acco Anillas, Económico;133,2;3;0;22,2;
3447;MX-2017-153129;10/09/2017;2017;sep;2;10;14/09/2017;Estándar;EM-14500;Eulalia Márquez;Particulares;Tlaquepaque;Jalisco;México;Norte;TEC-TE-10003570;Tecnología;Teléfonos;Nokia Amplificador de señal, Tamaño completo;1837,2;2;0;293,6;
3448;MX-2017-104696;14/07/2017;2017;jul;2;14;18/07/2017;Estándar;NM-19120;Nicolás Matías;Particulares;Guadalajara;Jalisco;México;Norte;MAT-GR-10000248;Material de oficina;Grapas;Stockwell Grapadoras, Tamaños variados;111,2;1;0;41;
3671;MX-2015-165932;26/09/2015;2015;sep;3;26;30/09/2015;Estándar;EA-14170;Estela Alonso;Particulares;Guadalajara;Jalisco;México;Norte;MAT-AR-10001636;Material de oficina;Arte;Sanford Lienzos, Al por mayor;1015,8;3;0;19,8;
3672;MX-2015-165932;26/09/2015;2015;sep;3;26;30/09/2015;Estándar;EA-14170;Estela Alonso;Particulares;Guadalajara;Jalisco;México;Norte;MOB-LI-10004236;Mobiliario;Librerías;Safco Conjunto de estantes, Negro;7395,36;7;0,2;-1664,04;
3711;MX-2016-107811;2/05/2016;2016;may;1;2;4/05/2016;Urgente;DS-13315;Dafne Sedillo;Particulares;Guadalajara;Jalisco;México;Norte;MAT-PA-10002999;Material de oficina;Papel;Enermax Recordadores, Multicolor;227,6;2;0;86,4;
3712;MX-2016-107811;2/05/2016;2016;may;1;2;4/05/2016;Urgente;DS-13315;Dafne Sedillo;Particulares;Guadalajara;Jalisco;México;Norte;TEC-TE-10000267;Tecnología;Teléfonos;Nokia Amplificador de señal, Azul;910;1;0;200,2;
3713;MX-2016-107811;2/05/2016;2016;may;1;2;4/05/2016;Urgente;DS-13315;Dafne Sedillo;Particulares;Guadalajara;Jalisco;México;Norte;MAT-SO-10004647;Material de oficina;Sobres;Kraft Sobre empresarial, 50;328,8;3;0;16,2;
3735;MX-2016-113768;14/11/2016;2016;nov;2;14;19/11/2016;Estándar;DJ-13510;Domingo Jaime;Empresa;Tlaquepaque;Jalisco;México;Norte;MAT-CA-10000901;Material de oficina;Carpetas;Acco Carpeta, Económico;303;3;0;90,6;
3736;MX-2016-113768;14/11/2016;2016;nov;2;14;19/11/2016;Estándar;DJ-13510;Domingo Jaime;Empresa;Tlaquepaque;Jalisco;México;Norte;MOB-MO-10001134;Mobiliario;Mobiliario;Advantus Reloj, Duradero;968,4;5;0,4;-323,6;
3737;MX-2016-113768;14/11/2016;2016;nov;2;14;19/11/2016;Estándar;DJ-13510;Domingo Jaime;Empresa;Tlaquepaque;Jalisco;México;Norte;MOB-SI-10002795;Mobiliario;Sillas;SAFCO Silla de playa, Negro;752,16;3;0,2;-66,24;
3738;MX-2016-113768;14/11/2016;2016;nov;2;14;19/11/2016;Estándar;DJ-13510;Domingo Jaime;Empresa;Tlaquepaque;Jalisco;México;Norte;TEC-TE-10003716;Tecnología;Teléfonos;Cisco Base de audio, Tamaño completo;4889,6;4;0;1515,2;
3739;MX-2016-113768;14/11/2016;2016;nov;2;14;19/11/2016;Estándar;DJ-13510;Domingo Jaime;Empresa;Tlaquepaque;Jalisco;México;Norte;TEC-CO-10000157;Tecnología;Copiadoras;Hewlett Fotocopiadora, Rojo;1742,3084;1;0,002;380,5084;
3968;US-2018-101756;19/05/2018;2018;may;2;19;25/05/2018;Estándar;JR-16615;Judit Rodríguez;Empresa;Tlaquepaque;Jalisco;México;Norte;MOB-MO-10004685;Mobiliario;Mobiliario;Tenex Marco de foto, Surtido;415,2;2;0,4;-14;
3969;US-2018-101756;19/05/2018;2018;may;2;19;25/05/2018;Estándar;JR-16615;Judit Rodríguez;Empresa;Tlaquepaque;Jalisco;México;Norte;TEC-AC-10000340;Tecnología;Accesorios;Memorex Teclado, Negro;1211,2;4;0;520,8;
3970;US-2018-101756;19/05/2018;2018;may;2;19;25/05/2018;Estándar;JR-16615;Judit Rodríguez;Empresa;Tlaquepaque;Jalisco;México;Norte;MAT-AL-10001851;Material de oficina;Almacenamiento;Eldon Estanterías, Industrial;2934;9;0;732,6;
3972;MX-2015-118465;12/07/2015;2015;jul;2;12;17/07/2015;Estándar;CB-12445;Ciro Becerra;Particulares;Tlaquepaque;Jalisco;México;Norte;TEC-CO-10000974;Tecnología;Copiadoras;Canon Fotocopiadora, Digital;5225,1288;3;0,002;355,5288;
3973;MX-2015-118465;12/07/2015;2015;jul;2;12;17/07/2015;Estándar;CB-12445;Ciro Becerra;Particulares;Tlaquepaque;Jalisco;México;Norte;MAT-PA-10001896;Material de oficina;Papel;Eaton Cuaderno, Multicolor;1119,6;6;0;145,2;
4176;MX-2018-122959;4/03/2018;2018;mar;1;4;7/03/2018;Urgente;AN-10435;Agustín Negrete;PYME;Tlaquepaque;Jalisco;México;Norte;MAT-AL-10003714;Material de oficina;Almacenamiento;Fellowes Estanterías, Metal;1138,2;3;0;568,8;
4177;MX-2018-122959;4/03/2018;2018;mar;1;4;7/03/2018;Urgente;AN-10435;Agustín Negrete;PYME;Tlaquepaque;Jalisco;México;Norte;MAT-AL-10001973;Material de oficina;Almacenamiento;Fellowes Bandejas, Tamaño completo;765,6;2;0;45,6;
4251;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MOB-MO-10003456;Mobiliario;Mobiliario;Rubvermaid Tope para puertas, Negro;700,8;4;0,4;-58,4;
4252;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MAT-ET-10000016;Material de oficina;Etiquetas;Hon Etiquetas de envío, Duradero;156,8;2;0;65,6;
4253;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MAT-SU-10001351;Material de oficina;Suministros;Kleencut Recortadora, Acero;1361;5;0;503;
4254;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MAT-CA-10002885;Material de oficina;Carpetas;Cardinal Cubierta de carpeta, Económico;160;2;0;25,6;
4255;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MAT-SO-10003386;Material de oficina;Sobres;Kraft Sobres de uso interno, Rojo;672,8;2;0;296;
4256;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MAT-PA-10004796;Material de oficina;Papel;Eaton Resma, Reciclado;705,6;4;0;239,2;
4257;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;MOB-LI-10001625;Mobiliario;Librerías;Dania Librería, Convencional;5187,84;8;0,2;583,04;
4258;US-2015-165316;19/06/2015;2015;jun;2;19;24/06/2015;Rápido;KD-17170;Katia Díaz;Empresa;Zapopan;Jalisco;México;Norte;TEC-AC-10001782;Tecnología;Accesorios;Enermax Tarjeta de memoria, Blanco;1496;2;0;568,4;
4293;MX-2016-123232;12/10/2016;2016;oct;2;12;14/10/2016;Rápido;DB-13330;Darío Briones;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10000575;Mobiliario;Sillas;Hon Silla plegable, 2;4462,4;10;0,2;334,4;
4294;MX-2016-123232;12/10/2016;2016;oct;2;12;14/10/2016;Rápido;DB-13330;Darío Briones;Particulares;Guadalajara;Jalisco;México;Norte;MAT-AL-10001001;Material de oficina;Almacenamiento;Tenex Caja, Azul;330;3;0;36;
4295;MX-2016-123232;12/10/2016;2016;oct;2;12;14/10/2016;Rápido;DB-13330;Darío Briones;Particulares;Guadalajara;Jalisco;México;Norte;MAT-GR-10002677;Material de oficina;Grapas;Stockwell Grapadoras, Paquete de 12;974,4;8;0;340,8;
4345;MX-2016-141089;3/01/2016;2016;ene;2;3;7/01/2016;Estándar;MC-18865;Miguel Chapa;Particulares;Guadalajara;Jalisco;México;Norte;MAT-CA-10002361;Material de oficina;Carpetas;Acco Anillas, Duradero;272;5;0;87;
4373;MX-2016-162446;7/06/2016;2016;jun;1;7;8/06/2016;Urgente;DC-13180;Dalma Comejo;Empresa;Guadalajara;Jalisco;México;Norte;MAT-CA-10000405;Material de oficina;Carpetas;Ibico Separadores, Económico;59,4;1;0;1;
4374;MX-2016-162446;7/06/2016;2016;jun;1;7;8/06/2016;Urgente;DC-13180;Dalma Comejo;Empresa;Guadalajara;Jalisco;México;Norte;MOB-SI-10000248;Mobiliario;Sillas;Office Star Silla plegable, Ajustable;3516,8;7;0,2;0;
4410;US-2017-119928;25/12/2017;2017;dic;4;25;28/12/2017;Rápido;CL-12775;Clementino Leiva;Particulares;Zapopan;Jalisco;México;Norte;MOB-MO-10001937;Mobiliario;Mobiliario;Advantus Bandeja apiladora, Premium;399,84;4;0,4;-133,76;
4411;US-2017-119928;25/12/2017;2017;dic;4;25;28/12/2017;Rápido;CL-12775;Clementino Leiva;Particulares;Zapopan;Jalisco;México;Norte;MAT-CA-10002495;Material de oficina;Carpetas;Acco Carpeta, Duradero;222;2;0;110,8;
4513;MX-2018-120978;11/12/2018;2018;dic;2;11;13/12/2018;Urgente;VC-21535;Victoria Chavarría;PYME;Tlaquepaque;Jalisco;México;Norte;MOB-SI-10003090;Mobiliario;Sillas;Harbour Creations Taburete, Ajustable;5843,52;6;0,2;1606,32;
4524;US-2018-135748;19/07/2018;2018;jul;3;19;19/07/2018;Mismo día;BR-12160;Brígida Rolón;Particulares;Tlaquepaque;Jalisco;México;Norte;MOB-MO-10000139;Mobiliario;Mobiliario;Advantus Tope para puertas, Negro;360,24;2;0,4;-42,16;
4683;MX-2018-169313;13/05/2018;2018;may;2;13;17/05/2018;Estándar;HC-15865;Higinia Concepción;Particulares;Zapopan;Jalisco;México;Norte;MAT-GR-10000422;Material de oficina;Grapas;Advantus Chinchetas, Al por mayor;271,8;3;0;116,4;
4684;MX-2018-169313;13/05/2018;2018;may;2;13;17/05/2018;Estándar;HC-15865;Higinia Concepción;Particulares;Zapopan;Jalisco;México;Norte;MOB-SI-10002225;Mobiliario;Sillas;Hon Sillón, 2;17150,56;7;0,2;3000,76;
4826;US-2016-104983;19/08/2016;2016;ago;2;19;24/08/2016;Estándar;NV-19180;Narciso Vallés;PYME;Guadalajara;Jalisco;México;Norte;TEC-CO-10000984;Tecnología;Copiadoras;Hewlett Fax, Rojo;10582,792;5;0,002;-21,208;
4966;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MAT-PA-10000083;Material de oficina;Papel;SanDisk Recordadores, Reciclado;563;5;0;67;
4967;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MAT-SO-10002878;Material de oficina;Sobres;Ames Sobre de hebilla, Plateado;192;3;0;74,4;
4968;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MOB-MO-10001922;Mobiliario;Mobiliario;Tenex Bombilla, Negro;378,6;5;0,4;-38,4;
4969;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MAT-CA-10002100;Material de oficina;Carpetas;Wilson Jones Separadores, Transparente;275,8;7;0;54,6;
4970;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MOB-LI-10000782;Mobiliario;Librerías;Dania Librería, Metal;2582,4;4;0,2;128,8;
4971;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MAT-CA-10003188;Material de oficina;Carpetas;Avery Perforador, Duradero;1566,4;8;0;438,4;
4972;MX-2016-106082;28/08/2016;2016;ago;4;28;29/08/2016;Urgente;CA-13060;Claudia Aguilar;Particulares;Zapopan;Jalisco;México;Norte;MAT-ET-10002439;Material de oficina;Etiquetas;Novimex Etiquetas extraíbles, Rojo;129,2;2;0;48,8;
5023;US-2016-116288;13/07/2016;2016;jul;2;13;20/07/2016;Estándar;RM-20365;Rafaela Marcos;Particulares;Puerto Vallarta;Jalisco;México;Norte;MOB-SI-10000952;Mobiliario;Sillas;SAFCO Taburete, Negro;2648,16;3;0,2;-662,04;
5104;US-2018-151841;24/03/2018;2018;mar;3;24;27/03/2018;Rápido;RM-20455;Rocío Medina;Particulares;Guadalajara;Jalisco;México;Norte;MOB-LI-10004146;Mobiliario;Librerías;Bush Librería, Metal;655,84;1;0,2;-24,76;
5151;US-2015-142314;10/05/2015;2015;may;2;10;15/05/2015;Estándar;IC-16555;Ingrid Calvillo;Empresa;Ciudad Guzmán;Jalisco;México;Norte;MOB-SI-10001417;Mobiliario;Sillas;Office Star Silla de playa, 2;615,36;2;0,2;-23,44;
5152;US-2015-142314;10/05/2015;2015;may;2;10;15/05/2015;Estándar;IC-16555;Ingrid Calvillo;Empresa;Ciudad Guzmán;Jalisco;México;Norte;MAT-SU-10003481;Material de oficina;Suministros;Stiletto Cúter, Azul;719,4;3;0;237;
5153;MX-2017-108819;17/07/2017;2017;jul;3;17;22/07/2017;Rápido;RP-20320;Raimon Pineda;PYME;Zapopan;Jalisco;México;Norte;MAT-SO-10000258;Material de oficina;Sobres;Ames Cierre adhesivo, 50;249,2;2;0;2,4;
5323;US-2017-150189;29/05/2017;2017;may;4;29;29/05/2017;Mismo día;PA-19900;Patricia Agosto;Particulares;Lagos de Moreno;Jalisco;México;Norte;MOB-SI-10004970;Mobiliario;Sillas;SAFCO Estora, Ajustable;1993,92;6;0,2;-374,88;
5324;US-2017-150189;29/05/2017;2017;may;4;29;29/05/2017;Mismo día;PA-19900;Patricia Agosto;Particulares;Lagos de Moreno;Jalisco;México;Norte;TEC-TE-10001768;Tecnología;Teléfonos;Apple Amplificador de señal, Tamaños variados;4650;5;0;279;
5380;MX-2017-149615;25/06/2017;2017;jun;4;25;30/06/2017;Rápido;LS-18100;Luján Salinas;Particulares;Tlaquepaque;Jalisco;México;Norte;MAT-SU-10001329;Material de oficina;Suministros;Acme Tijeras, Azul;678,4;4;0;169,6;
5381;MX-2017-149615;25/06/2017;2017;jun;4;25;30/06/2017;Rápido;LS-18100;Luján Salinas;Particulares;Tlaquepaque;Jalisco;México;Norte;TEC-AC-10002474;Tecnología;Accesorios;Logitech Router, Negro;8251;5;0;2970;
5382;MX-2017-149615;25/06/2017;2017;jun;4;25;30/06/2017;Rápido;LS-18100;Luján Salinas;Particulares;Tlaquepaque;Jalisco;México;Norte;MAT-SO-10004520;Material de oficina;Sobres;Ames Sobre empresarial, Reciclado;268,8;3;0;69,6;
5486;MX-2016-143175;26/10/2016;2016;oct;4;26;31/10/2016;Estándar;MR-18400;Manila Roque;Particulares;Guadalajara;Jalisco;México;Norte;MAT-ET-10001516;Material de oficina;Etiquetas;Avery Etiquetas de envío, Duradero;163,2;2;0;8;
5487;MX-2016-143175;26/10/2016;2016;oct;4;26;31/10/2016;Estándar;MR-18400;Manila Roque;Particulares;Guadalajara;Jalisco;México;Norte;TEC-CO-10003675;Tecnología;Copiadoras;Sharp Fax inalámbrico, Digital;9462,6368;4;0,002;75,4368;
5488;MX-2016-143175;26/10/2016;2016;oct;4;26;31/10/2016;Estándar;MR-18400;Manila Roque;Particulares;Guadalajara;Jalisco;México;Norte;MAT-SO-10001750;Material de oficina;Sobres;Jiffy Sobre empresarial, Reciclado;196,8;2;0;78,4;
5489;MX-2016-143175;26/10/2016;2016;oct;4;26;31/10/2016;Estándar;MR-18400;Manila Roque;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10004248;Mobiliario;Sillas;Office Star Taburete, Rojo;2783,04;3;0,2;278,04;
5551;MX-2015-105998;26/11/2015;2015;nov;4;26;30/11/2015;Estándar;LS-17875;Luciano Solórzano;PYME;Zapopan;Jalisco;México;Norte;TEC-AC-10000700;Tecnología;Accesorios;Memorex Teclado, Programable;1245,6;4;0;497,6;
5700;MX-2017-160962;1/08/2017;2017;ago;1;1;5/08/2017;Estándar;AB-11110;Aníbal Barragán;Empresa;Guadalajara;Jalisco;México;Norte;TEC-AC-10000107;Tecnología;Accesorios;Belkin Router, Económico;6900;4;0;1241,6;
5701;MX-2017-160962;1/08/2017;2017;ago;1;1;5/08/2017;Estándar;AB-11110;Aníbal Barragán;Empresa;Guadalajara;Jalisco;México;Norte;MAT-SO-10003866;Material de oficina;Sobres;GlobeWeis Paquetes, Plateado;819;3;0;327,6;
5702;MX-2017-160962;1/08/2017;2017;ago;1;1;5/08/2017;Estándar;AB-11110;Aníbal Barragán;Empresa;Guadalajara;Jalisco;México;Norte;MOB-LI-10002187;Mobiliario;Librerías;Bush Estante de esquina, Negro;2005,44;3;0,2;401,04;
5774;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10003743;Mobiliario;Sillas;Novimex Estora, Ajustable;941,28;3;0,2;-106,32;
5775;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;TEC-TE-10002034;Tecnología;Teléfonos;Nokia Amplificador de señal, Tamaños variados;4645;5;0;1997;
5776;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;MOB-SI-10001918;Mobiliario;Sillas;Office Star Mecedora, Negro;1477,12;2;0,2;129,12;
5777;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;TEC-CO-10001470;Tecnología;Copiadoras;HP Fotocopiadora, Rojo;3218,7496;2;0,002;605,9496;
5778;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;MAT-AL-10002056;Material de oficina;Almacenamiento;Eldon Bandejas, Azul;959,4;3;0;345;
5779;US-2016-115196;12/07/2016;2016;jul;2;12;17/07/2016;Estándar;EV-13960;Enrique Varela;Particulares;Guadalajara;Jalisco;México;Norte;MAT-AL-10003427;Material de oficina;Almacenamiento;Smead Bandejas, Industrial;3590,4;11;0;1722,6;
5792;MX-2018-153766;19/08/2018;2018;ago;3;19;25/08/2018;Estándar;KP-17140;Karen Partida;Particulares;Guadalajara;Jalisco;México;Norte;MAT-CA-10003188;Material de oficina;Carpetas;Avery Perforador, Duradero;391,6;2;0;109,6;
5934;MX-2017-166527;2/06/2017;2017;jun;1;2;7/06/2017;Estándar;FC-14560;Faustina Carrera;Empresa;Guadalajara;Jalisco;México;Norte;MAT-GR-10001590;Material de oficina;Grapas;Advantus Grapadoras, Tamaños variados;223,2;2;0;17,6;
5936;MX-2016-161704;16/12/2016;2016;dic;2;16;21/12/2016;Rápido;AF-10120;Abril Ferrer;PYME;Guadalajara;Jalisco;México;Norte;MAT-GR-10003805;Material de oficina;Grapas;OIC Chinchetas, Paquete de 12;180;2;0;7,2;
5937;MX-2016-161704;16/12/2016;2016;dic;2;16;21/12/2016;Rápido;AF-10120;Abril Ferrer;PYME;Guadalajara;Jalisco;México;Norte;MOB-SI-10003743;Mobiliario;Sillas;Novimex Estora, Ajustable;1255,04;4;0,2;-141,76;
5938;MX-2016-161704;16/12/2016;2016;dic;2;16;21/12/2016;Rápido;AF-10120;Abril Ferrer;PYME;Guadalajara;Jalisco;México;Norte;MAT-GR-10002048;Material de oficina;Grapas;OIC Cintas de goma, Al por mayor;227,6;2;0;2;
5939;MX-2016-161704;16/12/2016;2016;dic;2;16;21/12/2016;Rápido;AF-10120;Abril Ferrer;PYME;Guadalajara;Jalisco;México;Norte;MAT-AL-10003920;Material de oficina;Almacenamiento;Tenex Estanterías, Tamaño completo;1823;5;0;473;
